"","periodo","provincia","departamento","titulares","titulares_por2","mes","anio","mes_n"
"1191",2021-01-01,"Misiones","General Manuel Belgrano",327,654,"enero",2021,1
"1192",2021-11-01,"Misiones","San Ignacio",332,664,"noviembre",2021,11
"1193",2021-02-01,"Misiones","General Manuel Belgrano",333,666,"febrero",2021,2
"1194",2021-03-01,"Misiones","General Manuel Belgrano",333,666,"marzo",2021,3
"1195",2021-10-01,"Misiones","Leandro N. Alem",334,668,"octubre",2021,10
"1196",2021-07-01,"Misiones","Leandro N. Alem",335,670,"julio",2021,7
"1197",2021-08-01,"Misiones","Leandro N. Alem",335,670,"agosto",2021,8
"1198",2021-09-01,"Misiones","Leandro N. Alem",335,670,"septiembre",2021,9
"1199",2021-12-01,"Misiones","San Ignacio",337,674,"diciembre",2021,12
"1200",2021-08-01,"Misiones","General Manuel Belgrano",338,676,"agosto",2021,8
"1201",2021-09-01,"Misiones","General Manuel Belgrano",338,676,"septiembre",2021,9
"1202",2021-07-01,"Misiones","General Manuel Belgrano",339,678,"julio",2021,7
"1203",2020-12-01,"Misiones","General Manuel Belgrano",340,680,"diciembre",2020,12
"1204",2021-04-01,"Misiones","General Manuel Belgrano",340,680,"abril",2021,4
"1205",2021-10-01,"Misiones","General Manuel Belgrano",341,682,"octubre",2021,10
"1206",2020-08-01,"Misiones","San Ignacio",342,684,"agosto",2020,8
"1207",2020-09-01,"Misiones","San Ignacio",342,684,"septiembre",2020,9
"1208",2021-09-01,"Misiones","Candelaria",342,684,"septiembre",2021,9
"1209",2021-08-01,"Misiones","Candelaria",343,686,"agosto",2021,8
"1210",2021-07-01,"Misiones","Candelaria",344,688,"julio",2021,7
"1211",2021-10-01,"Misiones","Candelaria",344,688,"octubre",2021,10
"1212",2021-11-01,"Misiones","Libertador General San Martín",344,688,"noviembre",2021,11
"1213",2020-07-01,"Misiones","Iguazú",347,694,"julio",2020,7
"1214",2020-06-01,"Misiones","Iguazú",348,696,"junio",2020,6
"1215",2020-04-01,"Misiones","Iguazú",349,698,"abril",2020,4
"1216",2020-03-01,"Misiones","Iguazú",350,700,"marzo",2020,3
"1217",2020-05-01,"Misiones","Iguazú",350,700,"mayo",2020,5
"1218",2020-07-01,"Misiones","San Ignacio",352,704,"julio",2020,7
"1219",2021-11-01,"Misiones","Candelaria",358,716,"noviembre",2021,11
"1220",2021-12-01,"Misiones","Libertador General San Martín",363,726,"diciembre",2021,12
"1221",2020-05-01,"Misiones","San Ignacio",370,740,"mayo",2020,5
"1222",2020-03-01,"Misiones","San Ignacio",371,742,"marzo",2020,3
"1223",2020-04-01,"Misiones","San Ignacio",371,742,"abril",2020,4
"1224",2020-06-01,"Misiones","San Ignacio",371,742,"junio",2020,6
"1225",2021-01-01,"Misiones","General Manuel Belgrano",372,744,"enero",2021,1
"1226",2020-09-01,"Misiones","San Ignacio",374,748,"septiembre",2020,9
"1227",2020-08-01,"Misiones","San Ignacio",375,750,"agosto",2020,8
"1228",2021-02-01,"Misiones","General Manuel Belgrano",383,766,"febrero",2021,2
"1229",2021-03-01,"Misiones","General Manuel Belgrano",383,766,"marzo",2021,3
"1230",2021-11-01,"Misiones","Leandro N. Alem",387,774,"noviembre",2021,11
"1231",2021-07-01,"Misiones","General Manuel Belgrano",393,786,"julio",2021,7
"1232",2021-04-01,"Misiones","General Manuel Belgrano",394,788,"abril",2021,4
"1233",2021-08-01,"Misiones","General Manuel Belgrano",395,790,"agosto",2021,8
"1234",2021-05-01,"Misiones","General Manuel Belgrano",402,804,"mayo",2021,5
"1235",2021-11-01,"Misiones","General Manuel Belgrano",402,804,"noviembre",2021,11
"1236",2021-09-01,"Misiones","General Manuel Belgrano",403,806,"septiembre",2021,9
"1237",2021-06-01,"Misiones","General Manuel Belgrano",405,810,"junio",2021,6
"1238",2020-12-01,"Misiones","Iguazú",407,814,"diciembre",2020,12
"1239",2021-05-01,"Misiones","General Manuel Belgrano",407,814,"mayo",2021,5
"1240",2021-06-01,"Misiones","General Manuel Belgrano",407,814,"junio",2021,6
"1241",2021-11-01,"Misiones","General Manuel Belgrano",412,824,"noviembre",2021,11
"1242",2021-12-01,"Misiones","General Manuel Belgrano",412,824,"diciembre",2021,12
"1243",2020-11-01,"Misiones","San Ignacio",414,828,"noviembre",2020,11
"1244",2021-10-01,"Misiones","General Manuel Belgrano",414,828,"octubre",2021,10
"1245",2021-12-01,"Misiones","Candelaria",414,828,"diciembre",2021,12
"1246",2020-10-01,"Misiones","San Ignacio",415,830,"octubre",2020,10
"1247",2020-12-01,"Misiones","San Ignacio",419,838,"diciembre",2020,12
"1248",2021-08-01,"Misiones","General Manuel Belgrano",420,840,"agosto",2021,8
"1249",2021-09-01,"Misiones","General Manuel Belgrano",420,840,"septiembre",2021,9
"1250",2020-10-01,"Misiones","San Ignacio",423,846,"octubre",2020,10
"1251",2020-11-01,"Misiones","San Ignacio",423,846,"noviembre",2020,11
"1252",2021-10-01,"Misiones","General Manuel Belgrano",423,846,"octubre",2021,10
"1253",2021-07-01,"Misiones","General Manuel Belgrano",424,848,"julio",2021,7
"1254",2020-12-01,"Misiones","San Ignacio",429,858,"diciembre",2020,12
"1255",2021-12-01,"Misiones","Leandro N. Alem",430,860,"diciembre",2021,12
"1256",2021-01-01,"Misiones","San Ignacio",445,890,"enero",2021,1
"1257",2021-01-01,"Misiones","San Ignacio",465,930,"enero",2021,1
"1258",2021-07-01,"Misiones","San Ignacio",469,938,"julio",2021,7
"1259",2020-08-01,"Misiones","Iguazú",470,940,"agosto",2020,8
"1260",2020-09-01,"Misiones","Iguazú",471,942,"septiembre",2020,9
"1261",2021-02-01,"Misiones","San Ignacio",471,942,"febrero",2021,2
"1262",2021-11-01,"Misiones","General Manuel Belgrano",471,942,"noviembre",2021,11
"1263",2021-01-01,"Misiones","Iguazú",473,946,"enero",2021,1
"1264",2021-03-01,"Misiones","San Ignacio",476,952,"marzo",2021,3
"1265",2021-08-01,"Misiones","San Ignacio",479,958,"agosto",2021,8
"1266",2021-09-01,"Misiones","San Ignacio",484,968,"septiembre",2021,9
"1267",2021-10-01,"Misiones","San Ignacio",486,972,"octubre",2021,10
"1268",2021-02-01,"Misiones","San Ignacio",490,980,"febrero",2021,2
"1269",2021-04-01,"Misiones","San Ignacio",490,980,"abril",2021,4
"1270",2021-03-01,"Misiones","San Ignacio",492,984,"marzo",2021,3
"1271",2021-05-01,"Misiones","San Ignacio",498,996,"mayo",2021,5
"1272",2020-07-01,"Misiones","Montecarlo",503,1006,"julio",2020,7
"1273",2020-03-01,"Misiones","Montecarlo",504,1008,"marzo",2020,3
"1274",2020-04-01,"Misiones","Montecarlo",504,1008,"abril",2020,4
"1275",2020-05-01,"Misiones","Montecarlo",504,1008,"mayo",2020,5
"1276",2021-12-01,"Misiones","General Manuel Belgrano",504,1008,"diciembre",2021,12
"1277",2020-06-01,"Misiones","Montecarlo",505,1010,"junio",2020,6
"1278",2021-06-01,"Misiones","San Ignacio",505,1010,"junio",2021,6
"1279",2021-04-01,"Misiones","San Ignacio",512,1024,"abril",2021,4
"1280",2021-02-01,"Misiones","Iguazú",526,1052,"febrero",2021,2
"1281",2021-03-01,"Misiones","Iguazú",527,1054,"marzo",2021,3
"1282",2021-04-01,"Misiones","Iguazú",532,1064,"abril",2021,4
"1283",2021-11-01,"Misiones","San Ignacio",535,1070,"noviembre",2021,11
"1284",2021-12-01,"Misiones","San Ignacio",539,1078,"diciembre",2021,12
"1285",2020-11-01,"Misiones","Guaraní",542,1084,"noviembre",2020,11
"1286",2020-10-01,"Misiones","Guaraní",544,1088,"octubre",2020,10
"1287",2020-07-01,"Misiones","Capital",559,1118,"julio",2020,7
"1288",2020-03-01,"Misiones","Capital",561,1122,"marzo",2020,3
"1289",2020-06-01,"Misiones","Capital",561,1122,"junio",2020,6
"1290",2020-04-01,"Misiones","Capital",562,1124,"abril",2020,4
"1291",2020-05-01,"Misiones","Capital",562,1124,"mayo",2020,5
"1292",2020-08-01,"Misiones","Capital",578,1156,"agosto",2020,8
"1293",2020-09-01,"Misiones","Capital",579,1158,"septiembre",2020,9
"1294",2021-05-01,"Misiones","Iguazú",580,1160,"mayo",2021,5
"1295",2021-12-01,"Misiones","General Manuel Belgrano",581,1162,"diciembre",2021,12
"1296",2021-05-01,"Misiones","San Ignacio",582,1164,"mayo",2021,5
"1297",2021-06-01,"Misiones","Iguazú",584,1168,"junio",2021,6
"1298",2021-06-01,"Misiones","San Ignacio",588,1176,"junio",2021,6
"1299",2020-07-01,"Misiones","San Pedro",604,1208,"julio",2020,7
"1300",2020-03-01,"Misiones","San Pedro",605,1210,"marzo",2020,3
"1301",2020-08-01,"Misiones","San Pedro",606,1212,"agosto",2020,8
"1302",2020-09-01,"Misiones","San Pedro",609,1218,"septiembre",2020,9
"1303",2020-06-01,"Misiones","San Pedro",610,1220,"junio",2020,6
"1304",2020-04-01,"Misiones","San Pedro",611,1222,"abril",2020,4
"1305",2020-05-01,"Misiones","San Pedro",611,1222,"mayo",2020,5
"1306",2020-11-01,"Misiones","San Pedro",614,1228,"noviembre",2020,11
"1307",2020-10-01,"Misiones","San Pedro",615,1230,"octubre",2020,10
"1308",2020-11-01,"Misiones","Capital",617,1234,"noviembre",2020,11
"1309",2020-10-01,"Misiones","Capital",618,1236,"octubre",2020,10
"1310",2020-08-01,"Misiones","Montecarlo",629,1258,"agosto",2020,8
"1311",2020-09-01,"Misiones","Montecarlo",630,1260,"septiembre",2020,9
"1312",2020-12-01,"Misiones","Guaraní",636,1272,"diciembre",2020,12
"1313",2020-12-01,"Misiones","Capital",647,1294,"diciembre",2020,12
"1314",2020-12-01,"Misiones","San Pedro",664,1328,"diciembre",2020,12
"1315",2021-01-01,"Misiones","Guaraní",672,1344,"enero",2021,1
"1316",2021-07-01,"Misiones","San Ignacio",674,1348,"julio",2021,7
"1317",2021-10-01,"Misiones","San Ignacio",676,1352,"octubre",2021,10
"1318",2021-08-01,"Misiones","San Ignacio",677,1354,"agosto",2021,8
"1319",2021-09-01,"Misiones","San Ignacio",678,1356,"septiembre",2021,9
"1320",2021-04-01,"Misiones","San Pedro",697,1394,"abril",2021,4
"1321",2021-01-01,"Misiones","San Pedro",702,1404,"enero",2021,1
"1322",2021-02-01,"Misiones","San Pedro",711,1422,"febrero",2021,2
"1323",2021-03-01,"Misiones","San Pedro",712,1424,"marzo",2021,3
"1324",2021-01-01,"Misiones","Capital",716,1432,"enero",2021,1
"1325",2021-02-01,"Misiones","Capital",723,1446,"febrero",2021,2
"1326",2021-03-01,"Misiones","Capital",763,1526,"marzo",2021,3
"1327",2021-04-01,"Misiones","Capital",766,1532,"abril",2021,4
"1328",2021-02-01,"Misiones","Guaraní",782,1564,"febrero",2021,2
"1329",2021-03-01,"Misiones","Guaraní",782,1564,"marzo",2021,3
"1330",2021-08-01,"Misiones","Iguazú",796,1592,"agosto",2021,8
"1331",2021-05-01,"Misiones","Capital",798,1596,"mayo",2021,5
"1332",2021-09-01,"Misiones","Iguazú",800,1600,"septiembre",2021,9
"1333",2021-06-01,"Misiones","Capital",801,1602,"junio",2021,6
"1334",2021-07-01,"Misiones","Iguazú",804,1608,"julio",2021,7
"1335",2021-05-01,"Misiones","San Pedro",818,1636,"mayo",2021,5
"1336",2021-06-01,"Misiones","San Pedro",820,1640,"junio",2021,6
"1337",2021-09-01,"Misiones","San Pedro",827,1654,"septiembre",2021,9
"1338",2021-04-01,"Misiones","Guaraní",830,1660,"abril",2021,4
"1339",2021-08-01,"Misiones","San Pedro",830,1660,"agosto",2021,8
"1340",2021-10-01,"Misiones","Iguazú",831,1662,"octubre",2021,10
"1341",2021-07-01,"Misiones","San Pedro",834,1668,"julio",2021,7
"1342",2021-10-01,"Misiones","San Pedro",836,1672,"octubre",2021,10
"1343",2021-11-01,"Misiones","San Ignacio",836,1672,"noviembre",2021,11
"1344",2020-11-01,"Misiones","Iguazú",837,1674,"noviembre",2020,11
"1345",2020-10-01,"Misiones","Iguazú",838,1676,"octubre",2020,10
"1346",2021-12-01,"Misiones","San Ignacio",839,1678,"diciembre",2021,12
"1347",2021-11-01,"Misiones","San Pedro",887,1774,"noviembre",2021,11
"1348",2021-11-01,"Misiones","Iguazú",926,1852,"noviembre",2021,11
"1349",2020-11-01,"Misiones","Montecarlo",961,1922,"noviembre",2020,11
"1350",2021-12-01,"Misiones","Iguazú",961,1922,"diciembre",2021,12
"1351",2020-10-01,"Misiones","Montecarlo",964,1928,"octubre",2020,10
"1352",2021-07-01,"Misiones","Capital",966,1932,"julio",2021,7
"1353",2021-09-01,"Misiones","Capital",970,1940,"septiembre",2021,9
"1354",2021-08-01,"Misiones","Capital",973,1946,"agosto",2021,8
"1355",2021-10-01,"Misiones","Capital",974,1948,"octubre",2021,10
"1356",2021-05-01,"Misiones","Guaraní",1033,2066,"mayo",2021,5
"1357",2021-06-01,"Misiones","Guaraní",1033,2066,"junio",2021,6
"1358",2021-11-01,"Misiones","Capital",1049,2098,"noviembre",2021,11
"1359",2021-12-01,"Misiones","Capital",1078,2156,"diciembre",2021,12
"1360",2020-03-01,"Misiones","Apóstoles",1079,2158,"marzo",2020,3
"1361",2020-04-01,"Misiones","Apóstoles",1079,2158,"abril",2020,4
"1362",2020-05-01,"Misiones","Apóstoles",1079,2158,"mayo",2020,5
"1363",2020-07-01,"Misiones","Apóstoles",1079,2158,"julio",2020,7
"1364",2020-06-01,"Misiones","Apóstoles",1080,2160,"junio",2020,6
"1365",2020-07-01,"Misiones","Oberá",1081,2162,"julio",2020,7
"1366",2020-05-01,"Misiones","Oberá",1087,2174,"mayo",2020,5
"1367",2020-06-01,"Misiones","Oberá",1087,2174,"junio",2020,6
"1368",2020-04-01,"Misiones","Oberá",1088,2176,"abril",2020,4
"1369",2020-12-01,"Misiones","Iguazú",1088,2176,"diciembre",2020,12
"1370",2020-03-01,"Misiones","Oberá",1089,2178,"marzo",2020,3
"1371",2021-12-01,"Misiones","San Pedro",1110,2220,"diciembre",2021,12
"1372",2020-09-01,"Misiones","Oberá",1132,2264,"septiembre",2020,9
"1373",2020-08-01,"Misiones","Oberá",1136,2272,"agosto",2020,8
"1374",2020-08-01,"Misiones","Apóstoles",1143,2286,"agosto",2020,8
"1375",2020-09-01,"Misiones","Apóstoles",1148,2296,"septiembre",2020,9
"1376",2021-07-01,"Misiones","Guaraní",1157,2314,"julio",2021,7
"1377",2021-09-01,"Misiones","Guaraní",1160,2320,"septiembre",2021,9
"1378",2021-08-01,"Misiones","Guaraní",1161,2322,"agosto",2021,8
"1379",2021-10-01,"Misiones","Guaraní",1218,2436,"octubre",2021,10
"1380",2020-10-01,"Misiones","Oberá",1228,2456,"octubre",2020,10
"1381",2020-11-01,"Misiones","Oberá",1228,2456,"noviembre",2020,11
"1382",2020-10-01,"Misiones","Apóstoles",1235,2470,"octubre",2020,10
"1383",2020-11-01,"Misiones","Apóstoles",1236,2472,"noviembre",2020,11
"1384",2020-12-01,"Misiones","Montecarlo",1295,2590,"diciembre",2020,12
"1385",2021-11-01,"Misiones","Guaraní",1296,2592,"noviembre",2021,11
"1386",2021-12-01,"Misiones","Guaraní",1358,2716,"diciembre",2021,12
"1387",2021-01-01,"Misiones","Iguazú",1394,2788,"enero",2021,1
"1388",2020-12-01,"Misiones","Oberá",1404,2808,"diciembre",2020,12
"1389",2021-02-01,"Misiones","Iguazú",1424,2848,"febrero",2021,2
"1390",2020-12-01,"Misiones","Apóstoles",1465,2930,"diciembre",2020,12
"1391",2021-01-01,"Misiones","Montecarlo",1468,2936,"enero",2021,1
"1392",2021-02-01,"Misiones","Montecarlo",1580,3160,"febrero",2021,2
"1393",2021-01-01,"Misiones","Oberá",1667,3334,"enero",2021,1
"1394",2021-03-01,"Misiones","Montecarlo",1697,3394,"marzo",2021,3
"1395",2021-02-01,"Misiones","Oberá",1725,3450,"febrero",2021,2
"1396",2021-01-01,"Misiones","Apóstoles",1760,3520,"enero",2021,1
"1397",2021-04-01,"Misiones","Apóstoles",1766,3532,"abril",2021,4
"1398",2021-03-01,"Misiones","Iguazú",1771,3542,"marzo",2021,3
"1399",2021-02-01,"Misiones","Apóstoles",1785,3570,"febrero",2021,2
"1400",2020-07-01,"Misiones","Eldorado",1792,3584,"julio",2020,7
"1401",2020-03-01,"Misiones","Eldorado",1793,3586,"marzo",2020,3
"1402",2020-06-01,"Misiones","Eldorado",1802,3604,"junio",2020,6
"1403",2020-05-01,"Misiones","Eldorado",1803,3606,"mayo",2020,5
"1404",2020-04-01,"Misiones","Eldorado",1805,3610,"abril",2020,4
"1405",2021-03-01,"Misiones","Oberá",1814,3628,"marzo",2021,3
"1406",2021-05-01,"Misiones","Apóstoles",1833,3666,"mayo",2021,5
"1407",2021-03-01,"Misiones","Apóstoles",1837,3674,"marzo",2021,3
"1408",2021-06-01,"Misiones","Apóstoles",1871,3742,"junio",2021,6
"1409",2021-04-01,"Misiones","Iguazú",1874,3748,"abril",2021,4
"1410",2021-04-01,"Misiones","Montecarlo",1902,3804,"abril",2021,4
"1411",2021-04-01,"Misiones","Oberá",1917,3834,"abril",2021,4
"1412",2021-09-01,"Misiones","Apóstoles",1983,3966,"septiembre",2021,9
"1413",2021-08-01,"Misiones","Apóstoles",1984,3968,"agosto",2021,8
"1414",2021-07-01,"Misiones","Apóstoles",1989,3978,"julio",2021,7
"1415",2020-09-01,"Misiones","Eldorado",1992,3984,"septiembre",2020,9
"1416",2020-08-01,"Misiones","Eldorado",1995,3990,"agosto",2020,8
"1417",2021-10-01,"Misiones","Apóstoles",1998,3996,"octubre",2021,10
"1418",2021-06-01,"Misiones","Iguazú",2063,4126,"junio",2021,6
"1419",2021-05-01,"Misiones","Iguazú",2065,4130,"mayo",2021,5
"1420",2021-11-01,"Misiones","Apóstoles",2101,4202,"noviembre",2021,11
"1421",2021-05-01,"Misiones","Oberá",2173,4346,"mayo",2021,5
"1422",2021-12-01,"Misiones","Apóstoles",2177,4354,"diciembre",2021,12
"1423",2021-06-01,"Misiones","Oberá",2205,4410,"junio",2021,6
"1424",2021-05-01,"Misiones","Montecarlo",2325,4650,"mayo",2021,5
"1425",2021-06-01,"Misiones","Montecarlo",2331,4662,"junio",2021,6
"1426",2020-11-01,"Misiones","Eldorado",2359,4718,"noviembre",2020,11
"1427",2020-10-01,"Misiones","Eldorado",2363,4726,"octubre",2020,10
"1428",2021-07-01,"Misiones","Oberá",2638,5276,"julio",2021,7
"1429",2021-08-01,"Misiones","Oberá",2648,5296,"agosto",2021,8
"1430",2021-09-01,"Misiones","Oberá",2651,5302,"septiembre",2021,9
"1431",2021-10-01,"Misiones","Oberá",2660,5320,"octubre",2021,10
"1432",2021-07-01,"Misiones","Iguazú",2689,5378,"julio",2021,7
"1433",2020-12-01,"Misiones","Eldorado",2690,5380,"diciembre",2020,12
"1434",2021-08-01,"Misiones","Iguazú",2702,5404,"agosto",2021,8
"1435",2021-09-01,"Misiones","Iguazú",2704,5408,"septiembre",2021,9
"1436",2021-10-01,"Misiones","Iguazú",2706,5412,"octubre",2021,10
"1437",2021-11-01,"Misiones","Oberá",2764,5528,"noviembre",2021,11
"1438",2021-11-01,"Misiones","Iguazú",2856,5712,"noviembre",2021,11
"1439",2021-01-01,"Misiones","Eldorado",2860,5720,"enero",2021,1
"1440",2021-12-01,"Misiones","Oberá",2891,5782,"diciembre",2021,12
"1441",2021-07-01,"Misiones","Montecarlo",2913,5826,"julio",2021,7
"1442",2021-02-01,"Misiones","Eldorado",2929,5858,"febrero",2021,2
"1443",2021-09-01,"Misiones","Montecarlo",2941,5882,"septiembre",2021,9
"1444",2021-08-01,"Misiones","Montecarlo",2944,5888,"agosto",2021,8
"1445",2021-10-01,"Misiones","Montecarlo",3073,6146,"octubre",2021,10
"1446",2021-12-01,"Misiones","Iguazú",3086,6172,"diciembre",2021,12
"1447",2021-03-01,"Misiones","Eldorado",3185,6370,"marzo",2021,3
"1448",2021-11-01,"Misiones","Montecarlo",3188,6376,"noviembre",2021,11
"1449",2021-12-01,"Misiones","Montecarlo",3395,6790,"diciembre",2021,12
"1450",2021-04-01,"Misiones","Eldorado",3413,6826,"abril",2021,4
"1451",2021-05-01,"Misiones","Eldorado",3754,7508,"mayo",2021,5
"1452",2021-06-01,"Misiones","Eldorado",3760,7520,"junio",2021,6
"1453",2021-07-01,"Misiones","Eldorado",4632,9264,"julio",2021,7
"1454",2021-09-01,"Misiones","Eldorado",4650,9300,"septiembre",2021,9
"1455",2021-08-01,"Misiones","Eldorado",4652,9304,"agosto",2021,8
"1456",2021-10-01,"Misiones","Eldorado",4657,9314,"octubre",2021,10
"1457",2021-11-01,"Misiones","Eldorado",4979,9958,"noviembre",2021,11
"1458",2021-12-01,"Misiones","Eldorado",5206,10412,"diciembre",2021,12
"1459",2020-07-01,"Misiones","Capital",6884,13768,"julio",2020,7
"1460",2020-03-01,"Misiones","Capital",6886,13772,"marzo",2020,3
"1461",2020-06-01,"Misiones","Capital",6916,13832,"junio",2020,6
"1462",2020-05-01,"Misiones","Capital",6926,13852,"mayo",2020,5
"1463",2020-04-01,"Misiones","Capital",6932,13864,"abril",2020,4
"1464",2020-08-01,"Misiones","Capital",7270,14540,"agosto",2020,8
"1465",2020-09-01,"Misiones","Capital",7355,14710,"septiembre",2020,9
"1466",2020-11-01,"Misiones","Capital",8146,16292,"noviembre",2020,11
"1467",2020-10-01,"Misiones","Capital",8179,16358,"octubre",2020,10
"1468",2020-12-01,"Misiones","Capital",8852,17704,"diciembre",2020,12
"1469",2021-01-01,"Misiones","Capital",9955,19910,"enero",2021,1
"1470",2021-02-01,"Misiones","Capital",10208,20416,"febrero",2021,2
"1471",2021-03-01,"Misiones","Capital",10404,20808,"marzo",2021,3
"1472",2021-04-01,"Misiones","Capital",10613,21226,"abril",2021,4
"1473",2021-05-01,"Misiones","Capital",11348,22696,"mayo",2021,5
"1474",2021-06-01,"Misiones","Capital",11402,22804,"junio",2021,6
"1475",2021-07-01,"Misiones","Capital",12457,24914,"julio",2021,7
"1476",2021-09-01,"Misiones","Capital",12567,25134,"septiembre",2021,9
"1477",2021-08-01,"Misiones","Capital",12591,25182,"agosto",2021,8
"1478",2021-10-01,"Misiones","Capital",12728,25456,"octubre",2021,10
"1479",2021-11-01,"Misiones","Capital",13338,26676,"noviembre",2021,11
"1480",2021-12-01,"Misiones","Capital",13668,27336,"diciembre",2021,12
